cluster_id,cluster_total_frequency,member_count,property,count
4011,38,13,Tunnel coupling,12
4012,38,12,Light emission efficiency,1
4013,38,11,Chemical Composition Ratio,15
4014,38,11,Far-field Profile,6
4015,38,11,Diamond Phase Purity,8
4016,38,10,Material and Doping,20
4017,38,10,Polishing,22
4018,38,10,Core level shifts,2
4019,38,10,Standard Deviation of Diameter,14
4020,38,10,Interconnection,13
4021,38,9,Temperature Coefficient of Frequency,24
4022,38,9,Window diameter,7
4023,38,9,Incidence Angle,15
4024,38,8,Magnetocrystalline anisotropy,10
4025,38,8,Groove width,5
4026,38,8,Total-Area Efficiency,2
4027,38,8,Beam diameter,6
4028,38,7,Infrared Transmission,21
4029,38,7,Growth Quality,29
4030,38,7,Nanostructure,19
4031,38,7,Impurity Incorporation,20
4032,38,7,Optimization,19
4033,38,7,Electron Trapping Time,19
4034,38,7,Absorption Maximum (kmax),14
4035,38,7,Paramagnetic Defect Density,1
4036,38,6,Crystallite orientation,4
4037,38,6,Micropipe Density,32
4038,38,6,Detection Sensitivity,25
4039,38,6,GGI Ratio,6
4040,38,6,Source material,7
4041,38,6,Zero-field Resistivity,1
4042,38,6,Enthalpy,28
4043,38,5,Energy-conversion efficiency (η),2
4044,38,5,Photocurrent Increase,28
4045,38,5,EL Peak Position,22
4046,38,5,Plasma Wavelength,21
4047,38,5,Acceptance Angle,29
4048,38,5,Length Range,29
4049,38,4,Interaction Type,24
4050,38,4,Load resistance,5
4051,38,4,Flatness,30
4052,38,4,Energy Production,34
4053,38,4,Propagation Length,31
4054,38,4,Junction Abruptness,28
4055,38,4,Elemental Mapping,26
4056,38,4,Interface Characteristics,7
4057,38,3,Photoluminescence Quality,36
4058,38,3,Lateral Size / Thickness,24
4059,38,3,Void fraction,5
4060,38,3,Nominal Width,36
4061,38,3,Al Diffusion Length,36
4062,38,3,Astigmatism,35
4063,38,3,Corrosion potential,3
4064,38,3,Active Region Design,29
4065,38,3,Fixed Charge,29
4066,38,3,Etch yield,2
4067,38,3,Structural State,25
4068,38,3,Enzymatic Activity,25
4069,38,2,Capacitance density,1
4070,38,2,Interfacial properties,4
4071,38,2,Char Yield,34
4072,38,2,Surface Groups,32
4073,38,2,AlAs content,10
4074,38,2,Initial State,24
4075,37,37,QE at 1400 nm,1
4076,37,23,Blueshift of emission peak,1
4077,37,21,Absorption Peak FWHM (Full Width at Half Maximum),1
4078,37,20,Biexciton Emission,4
4079,37,19,Reduced exciton mass,1
4080,37,18,Donor bound exciton localization energy,1
4081,37,18,Temperature Dependence of External Quantum Efficiency,3
4082,37,16,Internal Tensile Stress,9
4083,37,15,Electronic Transition,11
4084,37,14,Electrode Lengths,2
4085,37,14,Surface Nitridation,10
4086,37,14,Moiré Fringes,6
4087,37,14,RHEED Intensity,8
4088,37,13,Absorbed photon flux,1
4089,37,12,Deep Hole-Trap Activation Energy,5
4090,37,12,Reflectance Peak Position (Prominent),3
4091,37,12,Relaxation ratio,9
4092,37,12,Optical Output Power (CW),2
4093,37,12,Intensity distribution,2
4094,37,12,Nitrogen bonding configuration,4
4095,37,12,Fraction of Amorphous Phase,1
4096,37,12,Peak Output Optical Power,7
4097,37,11,Cell Adhesion,19
4098,37,10,Optical bandgap (Eopt),12
4099,37,10,Fermi surface,3
4100,37,10,Air Gap Thickness,23
4101,37,10,Threshold carrier density,3
4102,37,10,IV Curve Shape,8
4103,37,9,Silicon atomic concentration,3
4104,37,9,Anisotropy Field,13
4105,37,9,Electrochemical potential,3
4106,37,9,Strain Tensor Component,2
4107,37,9,ECL Emission,8
4108,37,9,Deformation,25
4109,37,9,Input Referred Noise,6
4110,37,8,3-dB Frequency,10
4111,37,8,Direct Bandgap Emission Peak,14
4112,37,8,Adsorbed Dye,14
4113,37,8,Spatial Uniformity,22
4114,37,8,Defect Transition Level,21
4115,37,8,Grating Width,20
4116,37,8,Atomic Ordering,18
4117,37,8,Gate Threshold Voltage,17
4118,37,8,Blue-Shift,2
4119,37,8,Capacitance-Voltage (C-V) Hysteresis,15
4120,37,7,Room temperature PL intensity,2
4121,37,7,Optical Gap (E04),19
4122,37,7,Band Diagram Structure,11
4123,37,7,Presence of electron traps,7
4124,37,7,Dark Current Components,19
4125,37,7,Electron current density,2
4126,37,7,Spectral Shape,19
4127,37,7,Circular Dichroism,18
4128,37,7,Voids Density,2
4129,37,6,FWHM of (0002) Rocking Curve,4
4130,37,6,Nonradiative recombination time,17
4131,37,6,Effective Conduction Band Density,11
4132,37,6,Crystallinity (Peak Intensity),7
4133,37,6,Ligand exchange,1
4134,37,6,Maximum operating frequency,2
4135,37,6,Biexciton lifetime,14
4136,37,6,Asymmetry,32
4137,37,6,CO2 Emissions,29
4138,37,6,Structural disorder,2
4139,37,6,Polarization Extinction Ratio (PER),1
4140,37,6,Hole Concentration in MQW,3
4141,37,6,Heterogeneous Strain,12
4142,37,5,Carrier distribution,7
4143,37,5,Concentration Range,27
4144,37,5,Resistance ratio,11
4145,37,5,Electrode dimensions,2
4146,37,5,Coercive Force,31
4147,37,5,Surface Faceting,25
4148,37,5,Intermixing,27
4149,37,5,Gallium concentration,8
4150,37,5,Surface species,4
4151,37,5,Localization Depth,20
4152,37,4,Cross-sectional Area,26
4153,37,4,Detector type,3
4154,37,4,Surface binding energy,3
4155,37,4,Surface Reactivity,33
4156,37,4,XPS Analysis,32
4157,37,4,Distribution coefficient,4
4158,37,4,Dissolution Rate,25
4159,37,4,Extinction Cross Section,21
4160,37,4,Vertical Ionization Potential,19
4161,37,4,sp3 Content,16
4162,37,4,Punch-Through Voltage,12
4163,37,3,AlAs Mole Fraction (x),16
4164,37,3,Bulk Band-gap,5
4165,37,3,Dominant Transport Mechanism,32
4166,37,3,Total Transmission,27
4167,37,3,Dominant Conduction Mechanism,26
4168,37,3,Substrate preparation,15
4169,37,3,FMR Linewidth,17
4170,37,2,Phonon stability,6
4171,37,2,Not specified in the document,36
4172,37,2,Noise characteristics,9
4173,37,2,Reset Time,36
4174,37,2,Surface profile,3
4175,37,2,ZT,34
4176,37,2,Condition,31
4177,37,2,Na content,12
4178,36,36,Composition of NW Body - Growth Catalyst Pretreatment Substrate Surface Potential,1
4179,36,25,"Effective External Differential Quantum Efficiency (ηD,eff)",1
4180,36,24,Surface Morphology (After Etching),1
4181,36,23,Layer-by-layer Growth,1
4182,36,20,Photoluminescence (PL) - Band Edge Emission,5
4183,36,20,Complex Refraction Index,1
4184,36,20,Zero-bias conductance,1
4185,36,18,Rising Time of Photocurrent,7
4186,36,18,Number of atoms in 2 × 2 × 2 supercell vibrating along z direction with π phase difference,1
4187,36,17,Electron ground state energy,3
4188,36,17,Temperature Coefficient of Open-Circuit Voltage,3
4189,36,16,Gap Dimensions,4
4190,36,16,Oxide aperture diameter,5
4191,36,15,Crystalline Phase Presence,5
4192,36,15,Photocurrent Quantum Yield,7
4193,36,15,Average distance between QDs,6
4194,36,14,Raman shift (TO mode),1
4195,36,14,DC Electrical Resistivity,12
4196,36,14,Photovoltage Transient,4
4197,36,13,Hydrostatic strain,6
4198,36,13,Activation Energy of Carrier,1
4199,36,13,Impurity Level Energy,2
4200,36,12,Photocatalytic degradation rate of MO,2
4201,36,12,Hall Electron Concentration,11
4202,36,12,Output wavelength,1
4203,36,12,Dark Current Reduction,13
4204,36,12,Cavity mode linewidth,2
4205,36,12,Interlayer Spacing (GaN),18
4206,36,12,Quantum Size Effect,17
4207,36,12,Presence of BN Phase,1
4208,36,11,Near-Band-Edge PL Emission Intensity,9
4209,36,11,FWHM of ω rocking curve,14
4210,36,11,Oxygen 1s XPS Peak,12
4211,36,11,Electron sheet concentration,1
4212,36,11,Maximum Optical Power,18
4213,36,11,Fermi Energy (Ef),1
4214,36,11,Frequency dispersion of C–V,3
4215,36,11,Quantum Dot Density,17
4216,36,11,Activation Energy for resistivity,6
4217,36,11,Breakdown voltage temperature coefficient,1
4218,36,11,Small-Signal Parameters,3
4219,36,10,Island Formation,24
4220,36,10,Photon-extraction Efficiency,1
4221,36,9,Nanoparticle Diameter,11
4222,36,9,Central emission wavelength,6
4223,36,9,Raman mapping,3
4224,36,9,Temperature Control,19
4225,36,9,Base Resistivity,8
4226,36,9,Positron trapping rate,9
4227,36,9,Complex Conductivity,13
4228,36,8,Density of Defect States,13
4229,36,8,Spectral Efficiency,22
4230,36,8,Background Concentration,21
4231,36,8,Resonance spectral width,10
4232,36,8,Etch Resistance,23
4233,36,8,Bulk conductivity,6
4234,36,7,Low-Frequency Noise,10
4235,36,7,Superconductivity,21
4236,36,7,Beam Width,21
4237,36,6,Adsorption geometry,8
4238,36,6,Real part of optical conductivity,5
4239,36,6,Quantum Detection Efficiency,26
4240,36,6,Plastic Relaxation,17
4241,36,6,Pitch size,2
4242,36,6,Recovery Rate,24
4243,36,6,Mass Spectrometry,24
4244,36,6,EBIC Signal,12
4245,36,6,Sheet Conductance,18
4246,36,6,Atomic position,4
4247,36,6,Interfacial Area,26
4248,36,6,Mass spectrum,1
4249,36,5,FWHM of PL spectrum,8
4250,36,5,Absorption Rate,21
4251,36,5,Biaxial Residual Stress,8
4252,36,5,Current Ratio,27
4253,36,5,Work Function (Φ),29
4254,36,5,Built-in voltage (Vbi),6
4255,36,5,Effective Potential Height,24
4256,36,5,Ground state,11
4257,36,5,Voltage response,11
4258,36,5,Incident angle,2
4259,36,4,Photoluminescence enhancement factor,1
4260,36,4,Electronic Polarizability,24
4261,36,4,Onset Temperature,33
4262,36,4,Corrosion Current Density,31
4263,36,4,Grain Boundary Fractions,29
4264,36,4,Weibull Modulus,28
4265,36,4,Dingle temperature,6
4266,36,4,Residue,17
4267,36,4,Hydrodynamic radius,15
4268,36,3,Photoresponse Time Constant,30
4269,36,3,Charge recombination rate,6
4270,36,3,Compressive biaxial stress,2
4271,36,3,UV Responsivity,33
4272,36,3,Heat of Reaction,30
4273,36,3,Excess Loss,32
4274,36,3,Bipolar Diffusion Coefficient,25
4275,36,3,Molar Amount,4
4276,36,3,J0,25
4277,36,2,Aperture Area,35
4278,36,2,Absorption Index,29
4279,36,2,Type of Component,1
4280,36,2,Response to NO2,25
4281,35,19,Characteristic Decay Time of Photoresponse,1
4282,35,18,Wavelength Shift with Temperature,11
4283,35,18,Dislocation loops,1
4284,35,17,Free Carrier Concentration Profile,4
4285,35,17,Raman Spectrum Shape,6
4286,35,16,Lattice Mismatch with GaSb Substrate,3
4287,35,15,Optical Absorption Gap,3
4288,35,14,Luminescence Quantum Efficiency,8
4289,35,14,Imaginary Part of Dielectric Function Peaks,5
4290,35,13,GaN/AlN Interface Sharpness,6
4291,35,13,Interlayer Spacing (XRD),17
4292,35,13,Irradiation conditions,5
4293,35,12,Photoluminescence (PL) Peak Position Shift,14
4294,35,12,Net Peak Quantum Efficiency,6
4295,35,12,Cross-sectional Geometry,13
4296,35,12,N–H Bond Length,7
4297,35,12,Hall-hole concentration,1
4298,35,12,Composition (Zn),8
4299,35,12,Bend loss,3
4300,35,12,Monolayer Nature,7
4301,35,12,Admittance Spectra,4
4302,35,11,Dislocation bending,2
4303,35,11,Intraband Absorption Peak,10
4304,35,11,Third-order Intermodulation Distortion,4
4305,35,11,Size Distribution (Standard Deviation),8
4306,35,11,Inter-atomic distances,4
4307,35,11,Electron diffraction pattern,7
4308,35,10,Valence,12
4309,35,10,Band gap tuning,5
4310,35,9,Band Gap Value,10
4311,35,9,Thermoelectric power factor,4
4312,35,9,Doping Type and Resistivity,8
4313,35,9,NIR Emission Intensity,7
4314,35,9,Film Adhesion,26
4315,35,9,Laser Cavity Length,20
4316,35,9,THz Output Power,16
4317,35,9,Step-bunching,1
4318,35,8,Exciton Decay Times,6
4319,35,8,Photocatalytic Hydrogen Production,2
4320,35,8,C1s binding energy,1
4321,35,8,Shallow uniform donor density (ND),9
4322,35,8,Drain Voltage,24
4323,35,8,Excitation Spectrum Feature,12
4324,35,8,Amount of adsorption,4
4325,35,8,Interface Reaction,21
4326,35,8,Arm Length,21
4327,35,8,Depletion Capacitance,19
4328,35,8,Modal Absorption,16
4329,35,8,In/N Ratio,13
4330,35,8,Roughness Exponent,8
4331,35,8,SHG Intensity,7
4332,35,8,Number of bound states,8
4333,35,8,Lifetime (Estimated),1
4334,35,7,Green Emission Peak,16
4335,35,7,Net Doping Level,11
4336,35,7,Average Dot Size (Diameter),3
4337,35,7,Molar Concentration,24
4338,35,7,Open circuit potential (OCP),4
4339,35,7,Radiative Rate,17
4340,35,7,Electrical transport,2
4341,35,7,Carrier confinement,2
4342,35,6,Total Output Power,24
4343,35,6,Valence state of S,5
4344,35,6,Energy transfer rate,6
4345,35,6,Module Structure,27
4346,35,6,PL Line Energy,5
4347,35,6,Layer Density,22
4348,35,6,Dissociation constant,1
4349,35,6,PCE (Average),2
4350,35,6,Energy of Photon,1
4351,35,5,Background impurity concentration,10
4352,35,5,Bond Density,18
4353,35,5,Cavity Depth,11
4354,35,5,Complementary Transition Energy Threshold,13
4355,35,5,Vertical breakdown voltage,9
4356,35,4,Surface Layer,30
4357,35,4,Hamiltonian,30
4358,35,4,Presence in composite,3
4359,35,4,Damping factor,25
4360,35,4,Periodicity of SL,3
4361,35,4,In Incorporation Dependence,23
4362,35,4,Element size,19
4363,35,4,Switching Ratio,21
4364,35,3,Visible light transmittance,4
4365,35,3,Adsorption capacity,4
4366,35,3,Total Density of States (TDOS),33
4367,35,3,Precision,32
4368,35,3,DC Responsivity,28
4369,35,3,Compressive Strength,28
4370,35,3,Electrophilicity,27
4371,35,3,Linear Response Range,27
4372,35,2,Electrode Separation,29
4373,35,2,Buffer Leakage Current,29
4374,35,2,Growth Outcome,30
4375,35,2,Luminescence Coupling Current Difference,33
4376,35,2,Integrated Defect Density,1
4377,35,2,Softness,34
4378,35,2,Color Temperature,34
4379,35,2,Contribution,34
4380,35,2,Interlayer separation,3
4381,35,2,Interface clarity,4
4382,35,2,Kinetic Energy,29
4383,34,20,AlN Surface Morphology,5
4384,34,17,Low-Temperature Photoluminescence,6
4385,34,17,Presence of Edge-type Dislocations,2
4386,34,17,Energy Separation between Ground State and First Excited State,1
4387,34,17,Pressure dependence of band gap,7
4388,34,17,Photovoltage Spectral Response,2
4389,34,17,In/Ga flux ratio,2
4390,34,16,Three-terminal breakdown voltage,4
4391,34,15,Luminescence Lifetimes (τ),3
4392,34,15,Emission Band Gap,4
4393,34,15,Blueshift of emission peak wavelength,1
4394,34,15,Temperature dependence of responsivity,2
4395,34,14,Si Donor Activation Energy,11
4396,34,13,Photoluminescence (PL) Intensity Temperature Dependence,2
4397,34,13,Two-Photon Absorption Cross-Section,2
4398,34,13,Periodic Structure,5
4399,34,12,Photocurrent On/Off Ratio,7
4400,34,12,NIR absorption,1
4401,34,12,Diffraction Peak (2θ),1
4402,34,12,Dielectric tensor components,7
4403,34,12,Nitride Layer Thickness,1
4404,34,12,sp2 Carbon Content,6
4405,34,11,Carrier recombination,4
4406,34,11,Surface Oxygen Content,10
4407,34,11,Coating Uniformity/Conformality,8
4408,34,11,Manganese Concentration,13
4409,34,11,Momentum relaxation time,9
4410,34,11,Experimental setup,1
4411,34,10,Substrate Effect,7
4412,34,10,Laser Linewidth,18
4413,34,10,Intermediate Band,14
4414,34,10,Heat Flux,13
4415,34,10,Exciton g-factor,12
4416,34,10,Reverse I-V Characteristics,11
4417,34,10,Intramolecular charge transfer,4
4418,34,10,Tauc Slope,13
4419,34,10,Carrier Concentration (Surface),1
4420,34,10,Transmission (Maximum),1
4421,34,9,E2 (high) Peak Position,12
4422,34,9,Sn Oxidation States,4
4423,34,9,Standard Deviation of Barrier Height,13
4424,34,9,Model structure,2
4425,34,8,Dislocation Propagation,24
4426,34,8,Hall mobility (μH),2
4427,34,8,Bit-Error-Ratio,5
4428,34,8,Photoionization Threshold Energy,14
4429,34,8,Molar Extinction Coefficient (ε),16
4430,34,8,Oval defect density,5
4431,34,8,Residual layer thickness,1
4432,34,8,Ionized Acceptor Concentration,23
4433,34,8,Pinch-off characteristics,1
4434,34,8,Boron Incorporation,15
4435,34,8,Stability under illumination,5
4436,34,8,Inter-particle Spacing,4
4437,34,8,Shockley-Read-Hall lifetime,1
4438,34,8,PV Cell Temperature,12
4439,34,8,Collector current density,4
4440,34,7,Transparency Range,22
4441,34,6,Band gap shift,7
4442,34,6,Relative Elemental Composition,13
4443,34,6,Specular Reflectance,28
4444,34,6,Modulation Speed,26
4445,34,6,Thermal Performance,20
4446,34,6,Inversion Domain Density,15
4447,34,6,Heat Transfer,25
4448,34,6,Open-Circuit Voltage Deficit,1
4449,34,6,Twin Density,29
4450,34,6,Sublimation Temperature,24
4451,34,6,Fowler-Nordheim plot linearity,2
4452,34,6,Occupancy,22
4453,34,6,Trap E1,9
4454,34,5,Spacing between elements,19
4455,34,5,Homogeneous linewidth,5
4456,34,5,Spectral Shift,27
4457,34,5,Ridge Height,25
4458,34,5,Power dependence exponent,14
4459,34,5,Packaging,25
4460,34,4,Valence State of Cu,25
4461,34,4,Acceptor Density (NA),7
4462,34,4,PLE Absorption Edge,15
4463,34,4,Phase Confirmation,31
4464,34,4,Sample geometry,1
4465,34,4,Band Structure Character,25
4466,34,4,Oxygen coverage,17
4467,34,4,XRD spectrum,4
4468,34,4,Detection accuracy,1
4469,34,3,Bulk Carrier Lifetime,19
4470,34,3,Ion/Off Ratio,16
4471,34,3,DC Transconductance,24
4472,34,3,Residual carrier density,10
4473,34,3,Phosphorus content,9
4474,34,3,Noise performance,8
4475,34,3,Interface Transparency,31
4476,34,3,Illumination Condition,28
4477,34,3,Overhauser shift,9
4478,34,3,MCL spectrum,4
4479,34,3,Functionalization,32
4480,34,2,Two-dimensional electron gas mobility,11
4481,34,2,Trap levels,2
4482,34,2,Interlayer Formation,31
4483,34,2,Contamination Level,33
4484,34,2,Optical Ionization Energy,19
4485,34,2,Photopotential,33
4486,34,2,Driving Voltage,33
4487,34,2,Multiplication Gain,33
4488,34,2,Energy resolution (FWHM),2
4489,34,2,Modification,31
4490,34,2,Storage modulus,5
4491,34,2,Technology node,5
4492,34,2,Diamagnetic Susceptibility,25
4493,33,20,Electroluminescence (EL) Emission Energy,3
4494,33,20,Temperature Dependence of Absorption,2
4495,33,19,Exciton Emission Peak,2
4496,33,16,UV–vis absorption peak position,6
4497,33,15,Far-Field Full Width at Half Maximum (FWHM),5
4498,33,15,Direct-indirect bandgap transition,4
4499,33,14,Luminescence spectrum shape,1
4500,33,14,Deep Level Luminescence,4
4501,33,14,Coating Morphology,13
4502,33,14,Al Composition in Barrier,7
4503,33,14,N2 Adsorption-desorption,5
4504,33,13,Integrated PL Intensity vs. Temperature Decay,8
4505,33,13,Polarization Field Strength,10
4506,33,13,Hole transport layer,3
4507,33,13,Catastrophic Optical Damage Threshold,11
4508,33,13,Presence of Rotational Domains,3
4509,33,13,Waveguide Cross-section,7
4510,33,12,Spontaneous recombination lifetime,8
4511,33,12,Fluorescence Excitation Spectrum,8
4512,33,12,Presence of localized states below band gap,2
4513,33,12,Concentration in film,1
4514,33,12,Phosphorous Concentration,11
4515,33,12,Spectral Power Density,6
4516,33,12,Twin boundaries,2
4517,33,12,Uniformity and Diameter,1
4518,33,11,Raman Band Intensity Ratio,8
4519,33,11,Blend Film Morphology - Surface,1
4520,33,11,C impurity concentration,1
4521,33,11,Emission Stability,16
4522,33,11,Dark Current Stability,14
4523,33,11,Oxidation Temperature,14
4524,33,11,Iodine concentration,1
4525,33,11,Bandgap tunability,8
4526,33,11,Activation energy for annealing,6
4527,33,11,PL Lifetime component,6
4528,33,11,Hot Carrier Cooling Time,6
4529,33,11,Arsenic Incorporation,4
4530,33,10,Onset Oxidation Potential (E'ox),10
4531,33,10,Blend film absorption spectrum,3
4532,33,10,Electron Saturation Velocity,4
4533,33,10,Mesa Isolation,20
4534,33,10,Spectral emissivity,5
4535,33,10,Resonator Structure,8
4536,33,9,Nanowire alignment,4
4537,33,9,Contact resistance (Rc),1
4538,33,9,Growth Polarity,18
4539,33,9,Oxygen Self-diffusion Coefficient,11
4540,33,9,Crystal Quality (Raman),5
4541,33,9,System-wide structural properties,4
4542,33,9,Lattice Radius Curvature,4
4543,33,8,Fluorescence stability,1
4544,33,8,Minority-carrier mobility,1
4545,33,8,Island morphology,4
4546,33,8,Emission Area,10
4547,33,8,Nanorod alignment,1
4548,33,8,Bandgap tuning,6
4549,33,8,Al composition gradient,5
4550,33,8,Activation Energy for Diffusion,15
4551,33,8,Data transmission rate,6
4552,33,8,CT-state Energy,4
4553,33,8,Radiative Voltage Losses,1
4554,33,8,ECL Intensity,21
4555,33,8,IPCE at peak,1
4556,33,7,Length and Diameter,13
4557,33,7,Distance Between Electrodes,2
4558,33,7,2θ (002 peak),8
4559,33,7,Normalized Intensity,21
4560,33,7,Charge Carrier Type,24
4561,33,7,Vacuum Rabi splitting,4
4562,33,7,Emitter Temperature,21
4563,33,7,Solubility Limit,20
4564,33,7,Chemical state of Cu,3
4565,33,7,Fitting parameter,7
4566,33,7,Mott-Schottky Analysis,11
4567,33,7,Minimum Channeling Yield,7
4568,33,6,Carrier concentration (p-type),4
4569,33,6,PL Quenching Rate,26
4570,33,6,Hydrogen Incorporation,22
4571,33,6,Magnetic Coupling,20
4572,33,6,Erosion rate,3
4573,33,6,Effective Rydberg,17
4574,33,6,Antimony Content,19
4575,33,6,Stern–Volmer Constant,4
4576,33,6,Optical Bandwidth,21
4577,33,5,Absorption Wavelength (lmax),10
4578,33,5,Spectral transmittance,3
4579,33,5,Current-Voltage Behavior,28
4580,33,5,Noise voltage,3
4581,33,5,Lattice mismatch (perpendicular),3
4582,33,5,Maximum Continuous Wave Output Power,14
4583,33,5,Interface Stability,24
4584,33,5,Mode Field Diameter,26
4585,33,5,Reaction Energy,24
4586,33,5,Channel depth,10
4587,33,5,Absorptance Spectra,1
4588,33,5,Pit formation,1
4589,33,5,Impedance Spectroscopy,15
4590,33,5,Coloration Efficiency,26
4591,33,4,PL Emission Maxima,26
4592,33,4,Superconducting Critical Temperature,21
4593,33,4,Installed Capacity,26
4594,33,4,Interchain Distance,25
4595,33,4,Number of Repeats,17
4596,33,4,Site Occupancy,17
4597,33,4,FT-IR Bands,16
4598,33,4,Photovoltaic performance in DSSC,16
4599,33,4,Cycling performance,11
4600,33,4,Characteristic Parameter,14
4601,33,4,Back contact,13
4602,33,4,Stability (Electrochemical),1
4603,33,3,Surface Characterization,27
4604,33,3,Strain profile,1
4605,33,3,Al composition (Average),1
4606,33,3,Na Concentration,13
4607,33,3,NEdT,1
4608,33,3,Total pressure,2
4609,33,3,Goldschmidt tolerance factor,5
4610,33,3,Reaction Temperature,25
4611,33,3,Production rate,10
4612,33,3,Number of QW Periods,14
4613,33,2,Crystal Shape,32
4614,33,2,Absorption Edge Sharpness,32
4615,33,2,Design Wavelength,30
4616,33,2,Polymorph,28
4617,33,2,Interparticle spacing,7
4618,33,2,Alkaline Phosphatase Activity,24
4619,33,2,Thermodynamic properties,10
4620,33,2,Output,18
4621,32,19,Interplanar Spacing (002 planes),2
4622,32,19,Energy Dispersive X-ray spectroscopy (EDS),1
4623,32,18,Nucleation and Growth,7
4624,32,15,Exciton-LO phonon coupling strength,3
4625,32,15,Pulsed operation maximum temperature,2
4626,32,15,Crosstalk between adjacent channels,2
4627,32,14,Intrinsic carrier concentration (ni),4
4628,32,14,Forward Current–Voltage Characteristics,2
4629,32,14,Wavelength Tunability,16
4630,32,14,Change in Conductivity,7
4631,32,14,Si Diffusion,9
4632,32,13,Raman LO Peak,7
4633,32,13,Luminance–voltage characteristics,1
4634,32,12,Orientation and Crystalline Quality,1
4635,32,12,Shift Rate of Band Gap,6
4636,32,12,Normal Incidence Reflectivity,1
4637,32,12,Impedance matching,4
4638,32,12,Morphology after Annealing,6
4639,32,12,Presence of hydroxyl groups,2
4640,32,11,Diffuse reflectance spectrum,1
4641,32,11,Sn/O Ratio,2
4642,32,11,Residual Impurity,7
4643,32,11,Nucleation temperature,4
4644,32,11,Humidity Effect,11
4645,32,11,Etch Rate vs. Temperature Behavior,5
4646,32,11,Temperature-dependent EL intensity,1
4647,32,10,PL Band Energy,13
4648,32,10,Mid-gap States,2
4649,32,10,Emission Enhancement,13
4650,32,10,Hexagonal Inclusions,7
4651,32,10,Photon recycling effect,7
4652,32,10,Substrate Off-cut Angle,11
4653,32,10,Kinetic Rate Constant,19
4654,32,10,Gain compression factor,6
4655,32,10,Infiltration,18
4656,32,9,PL Peak Intensities,16
4657,32,9,X-ray Full Width at Half Maximum,14
4658,32,9,PL FWHM (NBE peak),3
4659,32,9,Stability (PCE Retention),17
4660,32,9,Charge trapping,6
4661,32,9,Cyclotron Resonance Energy,14
4662,32,9,Local electrical conductivity,8
4663,32,9,Microcracks,16
4664,32,8,Majority Carrier Type,10
4665,32,8,Plasma density,5
4666,32,8,Depth from surface,9
4667,32,8,Simulation,15
4668,32,8,Pseudo-first-order rate constant,6
4669,32,8,Primary Imprint Pattern,14
4670,32,8,Residual Acceptor Type,7
4671,32,7,Real part of dielectric constant (εr),3
4672,32,7,Absorption onset energy,10
4673,32,7,Excitation density,1
4674,32,7,Oxygen deficiency,1
4675,32,7,Evaporation rate,2
4676,32,7,Amplitude ratio,8
4677,32,7,Peak ratio,2
4678,32,7,Desorption,11
4679,32,7,XPS O 1s,5
4680,32,7,C-V Profile Shape,9
4681,32,7,Intermolecular Interaction,2
4682,32,6,Rocking Curve Linewidth,15
4683,32,6,Peak Power Efficiency,3
4684,32,6,Equivalent oxide thickness (EOT),2
4685,32,6,Lateral Width,18
4686,32,6,Hole Trap Density,22
4687,32,6,Temperature Uniformity,26
4688,32,6,Pattern formation,1
4689,32,6,Number of Cells,21
4690,32,6,Surface Atomic Composition,19
4691,32,6,Perpendicular strain,1
4692,32,6,Cylinder Radius,14
4693,32,6,Dilution,16
4694,32,6,Average distance,4
4695,32,6,Surface reflection,3
4696,32,6,Upconversion Quantum Yield,25
4697,32,5,Lattice Parameter Shift,18
4698,32,5,Electron Lifetime (τ),17
4699,32,5,Nominal Concentration,20
4700,32,5,Transmittance edge,2
4701,32,5,PL Peak Blueshift,17
4702,32,5,Voltage Loss,24
4703,32,5,Cleaning Method,23
4704,32,5,Substrate Resistivity,21
4705,32,5,Spectral overlap,7
4706,32,5,S Concentration,17
4707,32,5,MCL intensity,6
4708,32,5,O/Ti Ratio,7
4709,32,5,Longitudinal Sound Velocity,11
4710,32,5,RA-product,3
4711,32,4,Peak Reflectance Wavelength,6
4712,32,4,InAs Mole Fraction,8
4713,32,4,Noise Temperature,25
4714,32,4,Thermal Transition,11
4715,32,4,B 1s Binding Energy,13
4716,32,4,Parameters,25
4717,32,4,Operating pressure,6
4718,32,4,Photoresistance,23
4719,32,4,Cell configuration,2
4720,32,4,Afterpulsing Probability,20
4721,32,4,Parameter E0,10
4722,32,4,Surface Symmetry,27
4723,32,3,Photoluminescence Emission Maximum,24
4724,32,3,Raman Mode FWHM,26
4725,32,3,Photocatalytic stability,6
4726,32,3,Experimental Setup Configuration,28
4727,32,3,Vickers Microhardness,13
4728,32,3,Stretch Frequency,17
4729,32,3,Crystal face,8
4730,32,3,Layer Type,29
4731,32,3,Presence/Deposition,27
4732,32,3,Voltage Gain,25
4733,32,3,CL FWHM,20
4734,32,3,Compensation,28
4735,32,2,Bandgap energy shift,8
4736,32,2,Charge distribution,14
4737,32,2,Nominal diameter,4
4738,32,2,Off Angle,2
4739,32,2,Treatment,31
4740,32,2,Nanohardness,31
4741,32,2,Te Inclusion Concentration,30
4742,32,2,Contact behavior,3
4743,32,2,SEM observation,4
4744,32,2,Number of SILAR Cycles,22
4745,32,2,Atomic content,14
4746,31,31,Metric 33,1
4747,31,18,Phonon temperature,3
4748,31,17,Donor acceptor pair transition energy (DAP),2
4749,31,15,Hole Blocking,8
