cluster_id,property,count,cluster_size
cluster_6,Crystal Structure / Quality,1,126
cluster_6,Crystal Structure/Texture,1,126
cluster_6,Average Crystal Size,1,126
cluster_6,Lateral Size of Crystallites,1,126
cluster_6,Average crystallite grain size,1,126
cluster_6,Orientation and Crystalline Quality,1,126
cluster_6,Crystalline Quality Anisotropy,1,126
cluster_6,Crystal Nature,1,126
cluster_6,Crystal domain size,1,126
cluster_6,Crystallographic Quality,1,126
cluster_6,Crystalline order,1,126
cluster_6,XRD Crystallite Size,1,126
cluster_6,Crystal Quality (Rocking Curve FWHM),1,126
cluster_6,Crystallinity/Defect Density,1,126
cluster_6,Crystallite size (002 plane),1,126
cluster_6,Film thickness (for growth time 1 min),1,126
cluster_6,Single Crystal Quality,1,126
cluster_6,Crystal type,1,126
cluster_6,Morphology (Crystallinity),1,126
cluster_6,Crystal plane,1,126
cluster_6,Crystallographic Texture,1,126
cluster_6,Crystal Quality (Defect Density),1,126
cluster_6,Crystal plane spacing,1,126
cluster_6,Average size of crystallites,1,126
cluster_6,Overall Crystal Structure Confirmation,1,126
cluster_6,Crystal Packing,1,126
cluster_6,Crystalline Structure & Orientation,1,126
cluster_6,Crystal Quality (based on FWHM),1,126
cluster_6,Average Crystal Radius,1,126
cluster_6,Crystal Coherence Length,1,126
cluster_6,Crystal Quality / Lattice Parameter,1,126
cluster_6,Crystalline Mosaicity,1,126
cluster_6,Crystal parameters,1,126
cluster_6,Crystal Quality (FWHM - (0002) plane),1,126
cluster_6,Crystal Quality (XRD),1,126
cluster_6,Thickness of CZTSSe film,1,126
cluster_6,Si Crystallite Size,1,126
cluster_6,Crystal Structure/Phase Purity,1,126
cluster_6,Degree of Crystallization,1,126
cluster_6,Crystal Imperfections,1,126
cluster_6,Size of Small Crystallites,1,126
cluster_6,Crystalline Nature and Phases,1,126
cluster_6,Crystal Structure Parameters,1,126
cluster_6,Crystalline Structure and Orientation,1,126
cluster_6,Crystallographic Parameters,1,126
cluster_6,Crystalline to Liquid Crystalline Transition,1,126
cluster_6,Crystallization Rate,1,126
cluster_6,Crystal Plane Spacing (d),1,126
cluster_6,Crystallization,1,126
cluster_6,Crystal Quality (Inferred from XRD Intensity),1,126
cluster_6,Crystal Colour,1,126
cluster_6,Crystal structure (substrate),1,126
cluster_6,Crystallite Size (D) for (111),1,126
cluster_6,Crystal Growth Technique,1,126
cluster_6,Surface Crystallinity,1,126
cluster_6,Single-crystal Nature,1,126
cluster_6,Growth Mode Transition Thickness,1,126
cluster_6,Single-crystal Structure,1,126
cluster_6,Crystallographic perfection,1,126
cluster_6,Double-Crystal Rocking Curve FWHM,1,126
cluster_6,Crystal System,1,126
cluster_6,Crystal defects,1,126
cluster_6,Crystalline Phase Presence,1,126
cluster_6,Crystallographic Relationships,1,126
cluster_6,Crystal structure defects,1,126
cluster_6,Crystallographic State,1,126
cluster_6,Columnar Crystal Defect Size,1,126
cluster_6,Crystallographic Orientation and Quality,1,126
cluster_6,Crystal growth orientation,1,126
cluster_6,Crystalline Quality (Screw/Mixed Threading Dislocations),1,126
cluster_6,Crystal structure preference,1,126
cluster_6,Crystalline Quality - FWHM of X-ray rocking curves,1,126
cluster_6,Crystallinity (Rocking Curve FWHM - (002)),1,126
cluster_6,Crystal Structure Change,1,126
cluster_6,Core Crystal Structure,1,126
cluster_6,Crystal quality (mosaicity),1,126
cluster_6,Double Crystal Rocking Curve Half-width,1,126
cluster_6,Crystallinity Fraction,1,126
cluster_6,CdSe nominal thickness,1,126
cluster_6,Glass Surface Morphology,1,126
cluster_6,Phase Purity and Crystalline Quality,1,126
cluster_6,Crystal Fraction,1,126
cluster_6,Crystal structure (SAED),1,126
cluster_6,Crystal Damage,1,126
cluster_6,ZnS shell thickness,1,126
cluster_6,Crystal polarity,1,126
cluster_6,Crystallographic uniformity,1,126
cluster_6,Crystal Quality (FWHM of XRCs),1,126
cluster_6,Crystal Structure Evolution,1,126
cluster_6,Crystalline Structure - Preferential Orientation,1,126
cluster_6,Crystal direction,1,126
cluster_6,Crystal Structure / Epitaxial Quality,1,126
cluster_6,Dominant Crystal Planes,1,126
cluster_6,Crystallite orientation,1,126
cluster_7,Equilibrium electron concentration,1,126
cluster_7,Electron Concentration (Carrier Concentration),1,126
cluster_7,Atomic Concentration,1,126
cluster_7,Charge Concentration,1,126
cluster_7,Elemental Concentration,1,126
cluster_7,Hall Electron Concentration,1,126
cluster_7,Electrically Active Concentration,1,126
cluster_7,Atomic O concentration,1,126
cluster_7,Hydrogen Concentration,1,126
cluster_7,Eu Ion Concentration,1,126
cluster_7,In concentration (x),1,126
cluster_7,Germanium Concentration,1,126
cluster_7,H Concentration,1,126
cluster_7,P-concentration,1,126
cluster_7,Concentration in Solution,1,126
cluster_7,Concentration distribution,1,126
cluster_7,Composition (Atomic Concentration),1,126
cluster_7,Concentration,1,126
cluster_7,Initial Concentration,1,126
cluster_7,Estimated concentration,1,126
cluster_7,Hall Effect Electron Concentration,1,126
cluster_7,C Concentration,1,126
cluster_7,Average electron velocity,1,126
cluster_7,V Concentration,1,126
cluster_7,Electron carrier density,1,126
cluster_7,Carbon concentration,1,126
cluster_7,Al Concentration,1,126
cluster_7,Se Concentration,1,126
cluster_7,Total As concentration,1,126
cluster_7,Electron Density at Steady State,1,126
cluster_7,Gas Concentration,1,126
cluster_7,Fe Concentration,1,126
cluster_7,Oxygen concentration,1,126
cluster_7,CO Concentration,1,126
cluster_7,Te concentration,1,126
cluster_7,Diffusion Length (Electron),1,126
cluster_7,Activity concentration,1,126
cluster_7,Density of Electron Trap,1,126
cluster_7,Concentration Profile,1,126
cluster_7,Si Concentration,1,126
cluster_7,O concentration,1,126
cluster_7,Mole Concentration,1,126
cluster_7,Selenium Concentration,1,126
cluster_7,Silicon atomic concentration,1,126
cluster_7,B Concentration,1,126
cluster_7,Effective Mass for Electron,1,126
cluster_7,Concentration (Average),1,126
cluster_7,F Concentration,1,126
cluster_7,Molar Concentration,1,126
cluster_7,Concentration dependence,1,126
cluster_7,Free electron density,1,126
cluster_7,Indium concentration,1,126
cluster_7,Sheet Electron Density,1,126
cluster_7,Effective concentration,1,126
cluster_7,Concentration in Target,1,126
cluster_7,Solar Concentration,1,126
cluster_7,Concentration of charged centers,1,126
cluster_7,2DEG concentration,1,126
cluster_7,Aluminum concentration (x),1,126
cluster_7,Charge Carriers Concentration,1,126
cluster_7,Electron Mobility (Room Temperature),1,126
cluster_7,Precursor Concentration,1,126
cluster_7,Cd Concentration,1,126
cluster_7,Mn Concentration,1,126
cluster_7,Cr concentration,1,126
cluster_7,Gallium concentration,1,126
cluster_7,Copper concentration,1,126
cluster_7,O2 Concentration,1,126
cluster_7,Na Concentration,1,126
cluster_7,Ge concentration,1,126
cluster_7,Electrical carrier concentration (Ne),1,126
cluster_7,Ion Density,1,126
cluster_7,Two-Dimensional Electron Density,1,126
cluster_7,Chlorine concentration,1,126
cluster_7,Electrical Carrier Concentration,1,126
cluster_7,Electron Injection Rate Constant (kET),1,126
cluster_7,Electron affinity (χ),1,126
cluster_7,Deuterium concentration,1,126
cluster_7,Increase in Concentration,1,126
cluster_7,Concentration trend,1,126
cluster_7,Electron Mobility (µ),1,126
cluster_7,Carrier Concentration,1,126
cluster_7,Phosphorus concentration,1,126
cluster_7,Ionized Acceptor Concentration,1,126
cluster_7,Glucose Concentration,1,126
cluster_7,Number of Electrons in Dot,1,126
cluster_7,Bulk concentration,1,126
cluster_7,Cadmium concentration (x),1,126
cluster_7,Mg Concentration,1,126
cluster_7,Weighted Average Electron Mobility,1,126
cluster_7,Zinc concentration,1,126
cluster_7,Sheet concentration,1,126
cluster_7,CH4 Concentration,1,126
cluster_7,Bi concentration,1,126
cluster_7,S Concentration,1,126
cluster_7,Zn concentration,1,126
cluster_7,Incorporated N Concentration,1,126
cluster_7,Electron Drift Mobility,1,126
cluster_7,Atomic percentage,1,126
cluster_7,Valence electron density,1,126
cluster_7,Ion Diffusion,1,126
cluster_7,Electron Leakage Current,1,126
cluster_7,Compensation Concentration,1,126
cluster_7,Li Concentration,1,126
cluster_7,Back electron-transfer kinetics,1,126
cluster_7,Volume Carrier Concentration,1,126
cluster_7,Iron concentration,1,126
cluster_7,Er concentration,1,126
cluster_7,Nitrogen Concentration,1,126
cluster_7,Beryllium Concentration Profile,1,126
cluster_7,Cl concentration,1,126
cluster_7,Radical Concentrations,1,126
cluster_7,Incorporation concentration,1,126
cluster_7,QD Concentration,1,126
cluster_7,Te Inclusion Concentration,1,126
cluster_7,Alloy concentration,1,126
cluster_7,Ion dose,1,126
cluster_7,Cadmium Concentration,1,126
cluster_7,Electron Surface Escape Probability,1,126
cluster_7,Number of confined electrons,1,126
cluster_7,Substitutional Concentration,1,126
cluster_7,Sulfur Concentration,1,126
cluster_7,Electron's mobility-lifetime product,1,126
cluster_7,Ca Concentration,1,126
cluster_7,Intrinsic concentration,1,126
cluster_7,Boron Concentration,1,126
cluster_8,Maximum Wavelength,1,123
cluster_8,Wavelength range,1,123
cluster_8,Wavelength,1,123
cluster_8,Temperature Coefficient of Peak Wavelength,1,123
cluster_8,UV Light Wavelength,1,123
cluster_8,Dominant Wavelength,1,123
cluster_8,Peak Wavelength Shift with Current,1,123
cluster_8,Absorption Wavelength (lmax),1,123
cluster_8,EL Peak Wavelength Shift,1,123
cluster_8,Output wavelength,1,123
cluster_8,LSPR Peak Wavelength,1,123
cluster_8,Wavelength response,1,123
cluster_8,Response wavelength,1,123
cluster_8,Transmission Wavelength,1,123
cluster_8,Resonance wavelength,1,123
cluster_8,Wavelength conversion,1,123
cluster_8,First Stop Band Wavelength,1,123
cluster_8,Detection Wavelength,1,123
cluster_8,Maximum absorption wavelength (MAW) (experiment),1,123
cluster_8,Resonance Wavelengths,1,123
cluster_8,Ripple Wavelength,1,123
cluster_8,Excitation wavelength dependence,1,123
cluster_8,Optimized Wavelength,1,123
cluster_8,Cut-off Wavelength,1,123
cluster_8,Sensitivity Wavelength,1,123
cluster_8,Operation Wavelength,1,123
cluster_8,Wavelength Range of Maximum PC,1,123
cluster_8,Band edge wavelength,1,123
cluster_8,Wavelength Coverage,1,123
cluster_8,Green luminescence wavelength,1,123
cluster_8,Wavelength dependence,1,123
cluster_8,Zero-phonon line (ZPL) emission wavelength,1,123
cluster_8,Wavelength Selectivity,1,123
cluster_8,Design Wavelength,1,123
cluster_8,Resonant Mode Wavelength,1,123
cluster_8,Average Fluorescence Wavelength,1,123
cluster_8,Spectral Response Cutoff Wavelength,1,123
cluster_8,EL Peak Wavelength Shift (with current),1,123
cluster_8,Peak Spectral Responsivity,1,123
cluster_8,Infrared cutoff wavelength,1,123
cluster_8,Center wavelength,1,123
cluster_8,B Band Absorption Wavelength,1,123
cluster_8,Laser operation wavelength,1,123
cluster_8,PL Excitation Wavelength,1,123
cluster_8,Cavity Mode Wavelength,1,123
cluster_8,Peak Frequency,1,123
cluster_8,ISB Absorption Wavelength,1,123
cluster_8,Q Band Absorption Wavelength,1,123
cluster_8,Long-wavelength edge of photosensitivity spectrum,1,123
cluster_8,Modulation Wavelength,1,123
cluster_8,Wavelength Resolution,1,123
cluster_8,Bandgap Wavelength,1,123
cluster_8,Band Gap Wavelength,1,123
cluster_8,Temperature Coefficient of Lasing Wavelength,1,123
cluster_8,Long Wavelength Response,1,123
cluster_8,Bragg wavelength,1,123
cluster_8,Wavelength corresponding to Band Gap Energy,1,123
cluster_8,Wavelength Temperature Coefficient,1,123
cluster_8,Spectral Photo-Responsivity Cut-off Wavelength,1,123
cluster_8,Low-Temperature PL Wavelength,1,123
cluster_8,Wavelength Shift,1,123
cluster_8,Fundamental mode wavelength,1,123
cluster_8,Responsivity Wavelength,1,123
cluster_8,Photocurrent Cutoff Wavelength (Photocurrent Spectra),1,123
cluster_8,Short-Wavelength Cutoff of Spectral Responsivity,1,123
cluster_8,Wavelength Spacing,1,123
cluster_8,Raman peak frequency,1,123
cluster_8,Band gap wavelength variations,1,123
cluster_8,Optimal PL Wavelength,1,123
cluster_8,Fabry–Perot Resonance Wavelength,1,123
cluster_8,Overall Absorption Spectrum,1,123
cluster_8,Absorption Peak FWHM (Full Width at Half Maximum),1,123
cluster_8,Localized Resonant Mode Wavelength,1,123
cluster_8,De Broglie wavelength,1,123
cluster_8,Resonant Wavelength Shift,1,123
cluster_8,Absorbance vs. Wavelength,1,123
cluster_8,Wavelength uniformity,1,123
cluster_8,Interband Transition Peak,1,123
cluster_8,Absorption Coefficient α(ω) Peak,1,123
cluster_8,Maximum Surface Plasmon Absorption Wavelength,1,123
cluster_8,Peak Amplitude,1,123
cluster_8,Electroluminescent Spectrum,1,123
cluster_8,Phonon emission spectrum,1,123
cluster_8,EX absorption spectrum line shape,1,123
cluster_8,UV–vis Spectrum,1,123
cluster_8,Photoacoustic Signal Amplitude Spectra,1,123
cluster_8,UV-Vis Spectra,1,123
cluster_8,Wavelength Tunability Range,1,123
cluster_8,Stop-Band Center Wavelength,1,123
cluster_8,Presence of diffraction peaks,1,123
cluster_8,Fluorescence Excitation Spectrum,1,123
cluster_8,Peak Frequency Response,1,123
cluster_8,Quantum Efficiency vs Wavelength,1,123
cluster_8,"Near Band Gap Donor-Bound Exciton (D0,X) Emission Peak",1,123
cluster_8,0% Cut-off Wavelength,1,123
cluster_8,50 % Cut-off Wavelength,1,123
cluster_8,Presence of other peaks,1,123
cluster_8,Wavelength Calibration,1,123
cluster_8,DBR Center Wavelength,1,123
cluster_8,Spectral Response Peak Position,1,123
cluster_8,Wavelength Stability,1,123
cluster_8,Photoconductivity Maximum Wavelength,1,123
cluster_8,Absorption spectrum (UV-Vis) shift,1,123
cluster_8,Spectral Range,1,123
cluster_8,Fluorescence Spectrum,1,123
cluster_8,Luminescence spectrum shape,1,123
cluster_8,Cavity Resonance Peaks,1,123
cluster_8,Full Width at Half Maximum (FWHM) of PL emission band,1,123
cluster_8,Exciton Emission Linewidth,1,123
cluster_8,Dielectric Peak,1,123
cluster_8,Full Width at Half Maximum (FWHM) of Lasing Spectrum,1,123
cluster_8,Transparency cut-off wavelength,1,123
cluster_8,THz Power Spectrum Peak Frequency,1,123
cluster_8,Spectral Emittance,1,123
cluster_8,Absorption Spectra,1,123
cluster_8,Infrared spectrum,1,123
cluster_8,PL Wavelength Uniformity,1,123
cluster_8,FWHM of Raman peak,1,123
cluster_8,Peak Transmittance,1,123
cluster_8,Spectral Photosensitivity Range,1,123
cluster_8,PL Spectrum Peak Position,1,123
cluster_8,Action (photocurrent-wavelength) Spectrum,1,123
cluster_8,Pump Wavelength,1,123
cluster_9,Material and Doping,1,122
cluster_9,Doping Density,1,122
cluster_9,Doping type and density,1,122
cluster_9,Doping profile shape,1,122
cluster_9,Nominal doping density,1,122
cluster_9,Doping element,1,122
cluster_9,Doping (hole concentration),1,122
cluster_9,Doping Concentration,1,122
cluster_9,Doping Gradient,1,122
cluster_9,Doping uniformity,1,122
cluster_9,Doping mechanism,1,122
cluster_9,Surface doping level,1,122
cluster_9,Doping (Type),1,122
cluster_9,Substrate Doping,1,122
cluster_9,Implication for Doping Type,1,122
cluster_9,Two-dimensional Doping Concentration,1,122
cluster_9,Doping in Barrier,1,122
cluster_9,Doping (n-type),1,122
cluster_9,Doping Effect,1,122
cluster_9,Doping profiles,1,122
cluster_9,Contact Layer Doping,1,122
cluster_9,Doping Profile Sharpness,1,122
cluster_9,n-type Doping Concentration (Nominal),1,122
cluster_9,Doping concentration (p-type),1,122
cluster_9,Buffer Layer Doping,1,122
cluster_9,Silicon Doping,1,122
cluster_9,N-layer doping concentration,1,122
cluster_9,Doping conditions,1,122
cluster_9,Cap Layer Doping,1,122
cluster_9,Background doping type,1,122
cluster_9,Doping Level (Si),1,122
cluster_9,Doping Region,1,122
cluster_9,Doping Type and Resistivity,1,122
cluster_9,Substrate doping concentration,1,122
cluster_9,Sheet Doping Concentration,1,122
cluster_9,Doping level,1,122
cluster_9,Si Doping,1,122
cluster_9,Nominal Doping Type and Level,1,122
cluster_9,P-layer doping concentration,1,122
cluster_9,Doping Method,1,122
cluster_9,Effective doping efficiency,1,122
cluster_9,Fe Doping,1,122
cluster_9,Active Layer Doping,1,122
cluster_9,Junction Doping Level,1,122
cluster_9,Doping Concentration (Electron),1,122
cluster_9,Cr Doping Concentration,1,122
cluster_9,Substitutional Doping,1,122
cluster_9,Acceptor doping density,1,122
cluster_9,B-doping concentration,1,122
cluster_9,Doping Activity,1,122
cluster_9,Epitaxial Layer Doping,1,122
cluster_9,δ-doping,1,122
cluster_9,Doping & Activation,1,122
cluster_9,Silicon doping level,1,122
cluster_9,Cladding Layer Doping Concentration,1,122
cluster_9,Active-layer Bulk Doping Concentration,1,122
cluster_9,Background Doping Level (Upper Limit),1,122
cluster_9,Al doping concentration,1,122
cluster_9,Residual Doping Level,1,122
cluster_9,Si-doping Concentration,1,122
cluster_9,Nb Doping Level,1,122
cluster_9,Base doping,1,122
cluster_9,MoSe2 Layer Thickness,1,122
cluster_9,Ti Doping Ratio,1,122
cluster_9,Substitutional N doping,1,122
cluster_9,Acceptor Doping Concentration,1,122
cluster_9,Doping,1,122
cluster_9,Cu doping concentration,1,122
cluster_9,Layer Thickness (PbTe/PbS),1,122
cluster_9,Ga doping concentration,1,122
cluster_9,Capacitance Equivalent Thickness,1,122
cluster_9,Phosphorus Doping Level,1,122
cluster_9,Background Doping,1,122
cluster_9,Indium Doping Concentration,1,122
cluster_9,Sn Doping Concentration,1,122
cluster_9,Channel Doping Concentration (ND),1,122
cluster_9,Mg doping concentration,1,122
cluster_9,Al Doping,1,122
cluster_9,Doping (Donor),1,122
cluster_9,Oxidation Layer Thickness,1,122
cluster_9,n-doping,1,122
cluster_9,Thickness of buried oxide,1,122
cluster_9,Net Doping Level,1,122
cluster_9,Optimum p-type Layer Thickness,1,122
cluster_9,Nitrogen doping concentration,1,122
cluster_9,Arsenic (As) doping concentration,1,122
cluster_9,Doping control,1,122
cluster_9,Ge doping level,1,122
cluster_9,Coating density,1,122
cluster_9,Nitrogen doping,1,122
cluster_9,Thickness Modulation,1,122
cluster_9,Maximum Undeformed Chip Thickness,1,122
cluster_9,Zn Doping Concentration,1,122
cluster_9,Doping source,1,122
cluster_9,Thickness of CdS layer,1,122
cluster_9,Oxygen Doping,1,122
cluster_9,GaAs Cap Thickness,1,122
cluster_9,QD Film Thickness,1,122
cluster_9,Quantum Well Thickness,1,122
cluster_9,Wetting Layer Thickness,1,122
cluster_9,Modulation Doping,1,122
cluster_9,Thickness / Number of Layers,1,122
cluster_9,Vickers Hardness,1,122
cluster_9,Equivalent oxide thickness (EOT),1,122
cluster_9,Surface roughness layer thickness,1,122
cluster_9,Doping Background (Hall Effect),1,122
cluster_9,Doping and Orientation,1,122
cluster_9,HgTe:CdTe layer-thickness ratio,1,122
cluster_9,Mn Doping,1,122
cluster_9,Boron-doping concentration,1,122
cluster_9,Carbon doping concentration,1,122
cluster_9,GaN barrier thickness,1,122
cluster_9,GaN Cap Thickness,1,122
cluster_9,Bulk conductivity,1,122
cluster_9,Substrate thinning,1,122
cluster_9,AlGaN barrier layer thickness,1,122
cluster_9,TiO2 Layer Thickness,1,122
cluster_9,Thickness of drift layer,1,122
cluster_9,Net doping,1,122
cluster_9,SiO2 shell thickness,1,122
cluster_9,Nucleation Layer Thickness,1,122
cluster_9,Material Purity,1,122
cluster_10,Reflectance Peak Position (Prominent),1,120
cluster_10,Emission lines,1,120
cluster_10,Laser Fluence,1,120
cluster_10,PL Emission Feature,1,120
cluster_10,Laser threshold,1,120
cluster_10,Reflection Peak,1,120
cluster_10,Fluorescence Intensity,1,120
cluster_10,FT-IR Peaks,1,120
cluster_10,Emission origin,1,120
cluster_10,Far-field emission pattern,1,120
cluster_10,Photoluminescence Peak Position (P3),1,120
cluster_10,Threshold Wavelength,1,120
cluster_10,Light Emitting Area,1,120
cluster_10,Cathodoluminescence peak position,1,120
cluster_10,Peak luminance,1,120
cluster_10,Defect Luminescence Peak,1,120
cluster_10,Optical Quality (PL Intensity),1,120
cluster_10,Optical reflectance,1,120
cluster_10,Photoluminescence (PL) - Visible emission (Orange),1,120
cluster_10,NBE Emission Peak Position,1,120
cluster_10,Peak Position in Reflectivity,1,120
cluster_10,Emission Cross-section,1,120
cluster_10,Absorbance peaks,1,120
cluster_10,Optical Reflection Spectrum,1,120
cluster_10,Emission Band Gap,1,120
cluster_10,Sub-bandgap emission,1,120
cluster_10,PL Peak Wavelength (high defect region),1,120
cluster_10,Photoluminescence (PL) spectrum shape,1,120
cluster_10,YL Peak Intensity,1,120
cluster_10,Chemiluminescence Intensity,1,120
cluster_10,Plasma Wavelength,1,120
cluster_10,Optical parameters,1,120
cluster_10,Lasing wavelength,1,120
cluster_10,Photoluminescence Lines,1,120
cluster_10,Angular Emission Distribution,1,120
cluster_10,Luminescence Wavelength,1,120
cluster_10,E2 high Mode Intensity,1,120
cluster_10,Blue emission,1,120
cluster_10,Raman Peaks,1,120
cluster_10,Near-Field Photoluminescence Intensity,1,120
cluster_10,Laser threshold current,1,120
cluster_10,Photoluminescence spectral features,1,120
cluster_10,PL emission lines,1,120
cluster_10,Satellite Peak Intensity Distribution,1,120
cluster_10,Optical Field Distribution,1,120
cluster_10,Photoluminescence Redshift,1,120
cluster_10,Photoluminescence (PL) signal,1,120
cluster_10,Catastrophic Optical Damage Threshold,1,120
cluster_10,Upconversion Luminescence Intensity,1,120
cluster_10,Emission Area Width,1,120
cluster_10,Cathodoluminescence (CL) Peak Positions,1,120
cluster_10,Photoluminescence (PL) NBE/DLE Intensity Ratio,1,120
cluster_10,QD PL emission,1,120
cluster_10,Optical Characterization,1,120
cluster_10,Electroluminescence spectrum,1,120
cluster_10,Intraband Absorption Peak,1,120
cluster_10,Light distribution,1,120
cluster_10,Emission linewidth,1,120
cluster_10,PL Emission Line Shape,1,120
cluster_10,Phosphorescence Emission,1,120
cluster_10,XPS Zn 2p3/2 Peak Intensity,1,120
cluster_10,EL spectrum peak wavelength,1,120
cluster_10,Optical Density,1,120
cluster_10,RHEED Specular-Beam Intensity,1,120
cluster_10,Optical Quality (Luminescence),1,120
cluster_10,Optical transmission range,1,120
cluster_10,Photoluminescence Intensity Stability,1,120
cluster_10,Terahertz emission,1,120
cluster_10,UV–vis absorption peak position,1,120
cluster_10,Intensity ratio of defect band to near-band-edge emission,1,120
cluster_10,Emission source,1,120
cluster_10,Up-conversion Emission,1,120
cluster_10,Presence of yellow band emission,1,120
cluster_10,CL Peak Wavelength Shift,1,120
cluster_10,Photoluminescence FWHM,1,120
cluster_10,Optical Absorption Gap,1,120
cluster_10,Plasmonic Resonance Peak,1,120
cluster_10,Photoluminescence spectrum width,1,120
cluster_10,Lasing Threshold,1,120
cluster_10,Photoluminescence Emission Shoulder,1,120
cluster_10,Photoluminescence Spectroscopy,1,120
cluster_10,Photoluminescence Quenching,1,120
cluster_10,Photoluminescence Peak Blue-Shift,1,120
cluster_10,Intensity distribution,1,120
cluster_10,Cathodoluminescence Emission Lines,1,120
cluster_10,Near Band Edge (NBE) Photoluminescence Intensity,1,120
cluster_10,Optical Extinction,1,120
cluster_10,Optical Mode Volume,1,120
cluster_10,Light Intensity Dependence of Jsc,1,120
cluster_10,Angular Distribution of Emission,1,120
cluster_10,FTIR Absorption Peak,1,120
cluster_10,Electroluminescence emission location,1,120
cluster_10,FWHM of PL peaks,1,120
cluster_10,Spectral intensity ratio,1,120
cluster_10,Photoluminescence (PL),1,120
cluster_10,Transition wavelength,1,120
cluster_10,Photoluminescence wavelength shift,1,120
cluster_10,Photoluminescence Spectrum Shift,1,120
cluster_10,Exciton Emission Line,1,120
cluster_10,Photoluminescence (PL) Emission (UV),1,120
cluster_10,Near band-edge (NBE) emission,1,120
cluster_10,CL emission bands,1,120
cluster_10,Lasing Spectra,1,120
cluster_10,Signal Intensity,1,120
cluster_10,Crystalline Peaks,1,120
cluster_10,Raman Scattering Peak,1,120
cluster_10,Diffraction peak,1,120
cluster_10,Optical absorption coefficient (α),1,120
cluster_10,Illuminated I-V Curve,1,120
cluster_10,IR Peak Position,1,120
cluster_10,Photoluminescence line shape,1,120
cluster_10,Onset wavelength,1,120
cluster_10,Light Propagation,1,120
cluster_10,Absorption Wavelength Edge,1,120
cluster_10,Optical Response,1,120
cluster_10,Photoluminescence (PL) Spectra,1,120
cluster_10,Near-band-edge (NBE) emission wavelength,1,120
cluster_10,Emission Line Position,1,120
cluster_10,GaN Band Edge Emission,1,120
cluster_10,Photoluminescence decay time,1,120
cluster_11,Crystal Structure and Symmetry,1,118
cluster_11,Crystal Structure (AlN),1,118
cluster_11,Crystal Structure Stability,1,118
cluster_11,Crystal structure space group,1,118
cluster_11,Molecular structure,1,118
cluster_11,Crystal Structure (Raman),1,118
cluster_11,Optimized Crystal Structure,1,118
cluster_11,Crystal structure (XRD),1,118
cluster_11,Crystal Structure (ZnO),1,118
cluster_11,Chemical structure,1,118
cluster_11,Crystal structure relaxation,1,118
cluster_11,Photonic crystal structure,1,118
cluster_11,"Crystal structure, epitaxial relationship",1,118
cluster_11,Atomic Structure,1,118
cluster_11,Structure,1,118
cluster_11,Crystallographic Alignment,1,118
cluster_11,Structural,1,118
cluster_11,Structural properties,1,118
cluster_11,Crystal Phase,1,118
cluster_11,Crystal Structure (CdS),1,118
cluster_11,Periodic Structure,1,118
cluster_11,Electronic structure,1,118
cluster_11,Lattice structure,1,118
cluster_11,Atomic Lattice Structure,1,118
cluster_11,Crystal Ordering,1,118
cluster_11,Crystal Structure (SnO2),1,118
cluster_11,Bond Structure,1,118
cluster_11,Crystallographic orientation,1,118
cluster_11,Crystallinity / Phase,1,118
cluster_11,Physical Structure,1,118
cluster_11,Crystallographic phase,1,118
cluster_11,Crystallographic Facets,1,118
cluster_11,Interface crystallography,1,118
cluster_11,Microcrystalline structure,1,118
cluster_11,Crystal Structure - XRD Peak Presence,1,118
cluster_11,Phase and crystallinity,1,118
cluster_11,As-deposited Crystallinity,1,118
cluster_11,Structural Phase,1,118
cluster_11,Structural characteristics,1,118
cluster_11,Crystal structure of TiO2,1,118
cluster_11,Phase Crystallinity,1,118
cluster_11,Preferred Crystal Lattice Orientation,1,118
cluster_11,Micro-structure,1,118
cluster_11,Structural Conformation,1,118
cluster_11,Structural State,1,118
cluster_11,Overall Structure/Phase,1,118
cluster_11,Polymer Crystallinity,1,118
cluster_11,Ring Structures,1,118
cluster_11,Crystal Facets,1,118
cluster_11,Crystallographic Tilt,1,118
cluster_11,Al2O3 crystallinity,1,118
cluster_11,Crystallinity Degree,1,118
cluster_11,Superlattice structure,1,118
cluster_11,Crystallinity (Overall),1,118
cluster_11,Structural disorder,1,118
cluster_11,Crystallinity (Orientation),1,118
cluster_11,Bulk structure,1,118
cluster_11,Crystallinity improvement,1,118
cluster_11,Crystal habit,1,118
cluster_11,Structure Dimensions,1,118
cluster_11,Structural Evolution,1,118
cluster_11,Base Material,1,118
cluster_11,Crystallinity (XRD FWHM),1,118
cluster_11,Crystal phase confirmation,1,118
cluster_11,Fine Structure,1,118
cluster_11,Cell Structure,1,118
cluster_11,Hexagonal Structure,1,118
cluster_11,Structure Size,1,118
cluster_11,Crystallographic constants,1,118
cluster_11,Single Crystal X-ray Diffraction,1,118
cluster_11,Structure/Type,1,118
cluster_11,Crystallinity (XRD),1,118
cluster_11,Molecular Geometry,1,118
cluster_11,Hollow Structure,1,118
cluster_11,Supports the structure,1,118
cluster_11,Structure Factor,1,118
cluster_11,Crystal field splitting,1,118
cluster_11,Moire Superstructure,1,118
cluster_11,Structure after annealing,1,118
cluster_11,Local Atomic Structure,1,118
cluster_11,Structural perfection,1,118
cluster_11,Schematic structure,1,118
cluster_11,Crystal Structure (GaN),1,118
cluster_11,Nanostructure,1,118
cluster_11,Microstructure,1,118
